Claim_Number,Policy_Number,Customer_ID,Vehicle_Age,IDV,Claim_Amount,Loss_Date,Intimation_Date,Claim_Cause,Garage_ID,Location
CLM0739,POL176,CUST049,2,437248.8,369754.843835266,2024-09-11 16:52:58,2024-09-13 16:52:58,Minor Accident,GAR037,Bangalore
CLM0740,POL096,CUST393,2,465504.3,393727.6549724235,2024-05-19 21:05:47,2024-05-19 21:05:47,Self Accident,GAR009,Chennai
CLM0741,POL169,CUST431,12,233416.79999999996,128580.9635804702,2024-07-26 18:17:48,2024-07-30 18:17:48,Theft,GAR011,Bangalore
CLM0742,POL157,CUST764,6,431459.0,145805.44705813026,2023-10-18 07:55:13,2023-10-21 07:55:13,Minor Accident,GAR027,Coimbatore
CLM0743,POL297,CUST293,3,695830.4,333262.4615984154,2024-04-01 01:07:43,2024-04-03 01:07:43,Major Accident,GAR029,Madurai
CLM0744,POL192,CUST096,10,247116.0,231034.29009985315,2024-03-09 13:08:08,2024-03-16 13:08:08,Flood Damage,GAR017,Coimbatore
CLM0745,POL201,CUST201,4,545764.8,535766.4860426825,2023-06-07 02:27:52,2023-06-07 02:27:52,Minor Accident,GAR047,Madurai
CLM0746,POL195,CUST576,13,172403.0,58263.88599001322,2023-06-14 05:29:34,2023-06-18 05:29:34,Minor Accident,GAR049,Chennai
CLM0747,POL353,CUST051,5,271440.75,151791.9690940436,2024-06-05 10:59:54,2024-06-08 10:59:54,Minor Accident,GAR014,Bangalore
CLM0748,POL204,CUST097,2,684090.9,608702.7726941237,2024-01-24 03:24:11,2024-02-02 03:24:11,Theft,GAR037,Bangalore
CLM0749,POL082,CUST190,14,198262.79999999996,102376.29082966904,2023-09-11 14:42:44,2023-09-13 14:42:44,Self Accident,GAR039,Coimbatore
CLM0750,POL202,CUST337,8,293867.39999999997,186320.73071989027,2024-07-17 15:43:55,2024-07-18 15:43:55,Minor Accident,GAR002,Madurai
CLM0751,POL158,CUST307,0,754872.0,344390.42654578865,2023-05-10 16:58:46,2023-05-16 16:58:46,Major Accident,GAR049,Chennai
CLM0752,POL157,CUST447,3,301225.55,287069.05880977114,2023-02-08 11:03:25,2023-02-11 11:03:25,Major Accident,GAR044,Chennai
CLM0753,POL052,CUST209,0,942659.0,843484.4377763567,2024-02-12 04:39:44,2024-02-16 04:39:44,Minor Accident,GAR037,Bangalore
CLM0754,POL183,CUST523,6,236851.99999999997,168943.7601175872,2023-02-02 17:23:20,2023-02-03 17:23:20,Minor Accident,GAR025,Bangalore
CLM0755,POL202,CUST334,2,347364.0,187253.5063891939,2023-06-01 02:31:49,2023-06-04 02:31:49,Theft,GAR011,Bangalore
CLM0756,POL392,CUST085,2,658091.7000000001,222445.95080823428,2024-11-07 01:02:51,2024-11-15 01:02:51,Theft,GAR023,Bangalore
CLM0757,POL380,CUST639,3,444070.6,298495.9706439285,2024-02-08 20:09:55,2024-02-10 20:09:55,Minor Accident,GAR020,Chennai
CLM0758,POL287,CUST159,6,213833.19999999998,128368.25095532791,2023-08-17 16:25:17,2023-08-18 16:25:17,Minor Accident,GAR026,Bangalore
CLM0759,POL059,CUST680,10,482982.5,193017.80621983414,2023-12-22 14:51:28,2023-12-30 14:51:28,Self Accident,GAR025,Bangalore
CLM0760,POL372,CUST195,9,272354.5,203359.86551439782,2024-09-06 09:45:03,2024-09-06 09:45:03,Fire,GAR012,Madurai
CLM0761,POL245,CUST160,3,580744.65,396379.01531328016,2023-08-23 05:00:29,2023-08-28 05:00:29,Fire,GAR034,Chennai
CLM0762,POL227,CUST419,1,337080.89999999997,315493.84701260616,2023-03-31 04:39:01,2023-03-31 04:39:01,Minor Accident,GAR003,Chennai
CLM0763,POL202,CUST693,8,525296.4,383793.3387869752,2024-07-05 10:48:57,2024-07-05 10:48:57,Major Accident,GAR048,Coimbatore
CLM0764,POL252,CUST315,11,343778.39999999997,106973.59172106325,2023-02-11 00:59:56,2023-02-13 00:59:56,Minor Accident,GAR036,Bangalore
CLM0765,POL050,CUST246,13,290391.85,188286.49319684584,2024-01-10 02:46:27,2024-01-16 02:46:27,Major Accident,GAR015,Chennai
CLM0766,POL123,CUST321,13,209781.25,88275.91627431636,2023-03-02 19:31:14,2023-03-11 19:31:14,Self Accident,GAR029,Madurai
CLM0767,POL151,CUST206,2,816211.8,648909.899174518,2023-02-13 12:07:55,2023-02-15 12:07:55,Major Accident,GAR018,Chennai
CLM0768,POL288,CUST306,10,407161.0,174320.7988133628,2024-01-28 00:18:13,2024-02-02 00:18:13,Theft,GAR035,Coimbatore
CLM0769,POL301,CUST745,7,209233.69999999998,100841.89387833337,2023-09-01 05:51:06,2023-09-07 05:51:06,Flood Damage,GAR043,Bangalore
CLM0770,POL377,CUST279,13,200380.59999999998,128929.1223548396,2024-03-17 03:35:59,2024-03-17 03:35:59,Fire,GAR050,Madurai
CLM0771,POL020,CUST171,7,238310.79999999996,152783.69231666112,2023-08-29 15:01:06,2023-09-02 15:01:06,Major Accident,GAR049,Chennai
CLM0772,POL203,CUST280,8,261184.8,226295.63041520873,2023-07-02 08:21:49,2023-07-05 08:21:49,Theft,GAR037,Bangalore
CLM0773,POL006,CUST612,1,918543.6,549386.580041435,2024-06-17 14:39:13,2024-06-20 14:39:13,Minor Accident,GAR038,Madurai
CLM0774,POL120,CUST302,2,707450.4,609738.5372572185,2023-02-27 10:42:00,2023-03-06 10:42:00,Minor Accident,GAR034,Chennai
CLM0775,POL331,CUST521,3,324955.0,263177.9145246613,2023-10-18 03:33:07,2023-10-18 03:33:07,Minor Accident,GAR049,Chennai
CLM0776,POL203,CUST287,9,476878.05000000005,246946.47835884203,2024-04-01 21:07:59,2024-04-07 21:07:59,Major Accident,GAR004,Madurai
CLM0777,POL360,CUST318,6,683643.1,268502.84626528807,2024-04-04 19:07:36,2024-04-05 19:07:36,Major Accident,GAR050,Madurai
CLM0778,POL171,CUST254,14,231682.49999999994,209027.65830516332,2023-08-29 23:30:51,2023-09-05 23:30:51,Major Accident,GAR001,Coimbatore
CLM0779,POL166,CUST700,5,508056.0,373488.41696565645,2023-03-01 14:17:11,2023-03-10 14:17:11,Minor Accident,GAR045,Madurai
CLM0780,POL005,CUST170,4,754018.4,406996.742721549,2024-09-23 11:58:50,2024-09-28 11:58:50,Minor Accident,GAR039,Coimbatore
CLM0781,POL234,CUST415,12,346595.5999999999,133938.40872199438,2024-02-21 13:17:20,2024-03-01 13:17:20,Minor Accident,GAR025,Bangalore
CLM0782,POL206,CUST024,2,398439.0,242790.9116791147,2024-05-27 05:27:29,2024-05-31 05:27:29,Major Accident,GAR019,Madurai
CLM0783,POL044,CUST138,12,384111.5999999999,172378.85455285246,2023-07-30 19:23:48,2023-08-03 19:23:48,Flood Damage,GAR022,Chennai
CLM0784,POL332,CUST580,4,705118.4,364978.4523417193,2023-11-27 20:03:35,2023-12-02 20:03:35,Fire,GAR005,Coimbatore
CLM0785,POL108,CUST551,12,225389.59999999995,197649.00852823778,2023-11-02 18:49:55,2023-11-08 18:49:55,Minor Accident,GAR002,Madurai
CLM0786,POL001,CUST386,8,251433.0,76647.82007957729,2024-10-09 00:46:09,2024-10-13 00:46:09,Minor Accident,GAR021,Chennai
CLM0787,POL234,CUST529,13,180686.44999999998,116102.62829269789,2023-09-16 12:32:44,2023-09-24 12:32:44,Minor Accident,GAR045,Madurai
CLM0788,POL050,CUST524,7,400610.5999999999,132906.2715823191,2024-02-27 17:53:02,2024-03-07 17:53:02,Fire,GAR050,Madurai
CLM0789,POL235,CUST548,1,661291.2,220707.41033368034,2023-12-09 07:06:34,2023-12-13 07:06:34,Flood Damage,GAR046,Madurai
CLM0790,POL302,CUST614,14,269573.69999999995,150557.92916625156,2023-05-02 04:32:13,2023-05-06 04:32:13,Minor Accident,GAR002,Madurai
CLM0791,POL313,CUST246,4,257591.2,236673.0146799701,2023-01-18 15:02:40,2023-01-25 15:02:40,Minor Accident,GAR005,Coimbatore
CLM0792,POL251,CUST586,6,236478.9,76074.91403855066,2023-11-16 20:37:36,2023-11-22 20:37:36,Flood Damage,GAR034,Chennai
CLM0793,POL246,CUST086,9,367734.4,310329.73531980533,2023-12-28 01:21:46,2024-01-01 01:21:46,Theft,GAR038,Madurai
CLM0794,POL296,CUST669,10,186197.5,112269.16740480487,2023-08-27 23:03:37,2023-09-02 23:03:37,Minor Accident,GAR008,Bangalore
CLM0795,POL201,CUST703,8,538872.6,446217.5102475899,2023-12-02 03:55:44,2023-12-07 03:55:44,Major Accident,GAR039,Coimbatore
CLM0796,POL270,CUST667,2,697647.6,483024.2947193806,2024-01-07 01:00:56,2024-01-08 01:00:56,Minor Accident,GAR048,Coimbatore
CLM0797,POL065,CUST221,1,350062.64999999997,345206.06589393795,2024-04-12 15:08:30,2024-04-16 15:08:30,Major Accident,GAR038,Madurai
CLM0798,POL028,CUST254,14,160610.09999999998,135477.76789665365,2023-12-17 18:44:49,2023-12-23 18:44:49,Minor Accident,GAR012,Madurai
CLM0799,POL126,CUST496,3,364901.6,278344.0247391035,2023-01-26 02:04:28,2023-01-31 02:04:28,Minor Accident,GAR009,Chennai
CLM0800,POL222,CUST506,8,493601.39999999997,420972.64425149944,2024-04-20 10:21:32,2024-04-20 10:21:32,Major Accident,GAR028,Chennai
CLM0801,POL014,CUST228,12,301626.79999999993,150859.5387426342,2024-01-04 23:06:59,2024-01-10 23:06:59,Theft,GAR048,Coimbatore
CLM0802,POL344,CUST333,4,634988.0,511272.2430246606,2023-08-02 21:07:33,2023-08-08 21:07:33,Major Accident,GAR037,Bangalore
CLM0803,POL006,CUST399,10,383469.5,219912.05634301927,2024-04-09 11:24:33,2024-04-14 11:24:33,Minor Accident,GAR020,Chennai
CLM0804,POL010,CUST118,14,271713.5999999999,90265.1360952935,2023-04-11 14:59:25,2023-04-11 14:59:25,Major Accident,GAR026,Bangalore
CLM0805,POL009,CUST039,14,221213.99999999994,157743.82971332918,2024-03-19 20:54:57,2024-03-21 20:54:57,Major Accident,GAR006,Bangalore
CLM0806,POL264,CUST679,10,335128.0,200547.82029037815,2024-09-11 03:25:53,2024-09-18 03:25:53,Major Accident,GAR024,Bangalore
CLM0807,POL066,CUST699,10,162467.0,157172.80535506687,2023-02-24 10:49:09,2023-03-01 10:49:09,Minor Accident,GAR041,Madurai
CLM0808,POL189,CUST044,6,612591.7,503063.6591402458,2024-12-28 09:27:53,2025-01-03 09:27:53,Fire,GAR007,Chennai
CLM0809,POL085,CUST303,12,215858.79999999996,112785.34240584163,2023-06-01 04:01:58,2023-06-04 04:01:58,Fire,GAR007,Chennai
CLM0810,POL241,CUST657,6,284539.5,141190.1185138344,2024-01-01 23:45:27,2024-01-08 23:45:27,Fire,GAR047,Madurai
CLM0811,POL218,CUST267,4,748807.2000000001,296348.2399910686,2023-12-19 03:46:31,2023-12-20 03:46:31,Fire,GAR045,Madurai
CLM0812,POL251,CUST211,8,291565.2,236255.7743807389,2024-03-01 07:07:39,2024-03-04 07:07:39,Theft,GAR047,Madurai
CLM0813,POL155,CUST594,4,643022.4,272426.5405253127,2023-07-02 15:52:04,2023-07-04 15:52:04,Minor Accident,GAR029,Madurai
CLM0814,POL394,CUST282,3,429088.5,181619.8159103068,2024-04-07 20:24:01,2024-04-10 20:24:01,Major Accident,GAR033,Bangalore
CLM0815,POL188,CUST747,9,431624.05000000005,233844.75385282602,2024-11-30 18:44:06,2024-12-05 18:44:06,Major Accident,GAR006,Bangalore
CLM0816,POL171,CUST449,8,240958.19999999998,201486.62182181445,2024-08-21 16:32:57,2024-08-27 16:32:57,Minor Accident,GAR043,Bangalore
CLM0817,POL124,CUST035,10,192528.5,64974.856127114275,2024-12-28 17:54:54,2025-01-06 17:54:54,Fire,GAR007,Chennai
CLM0818,POL265,CUST335,12,256619.99999999994,135045.48386257305,2023-04-11 13:15:53,2023-04-16 13:15:53,Fire,GAR042,Bangalore
CLM0819,POL005,CUST444,1,620604.6,370005.10296001605,2023-06-14 13:43:47,2023-06-18 13:43:47,Major Accident,GAR014,Bangalore
CLM0820,POL017,CUST445,7,540214.35,243065.2915827015,2023-02-20 00:14:44,2023-02-22 00:14:44,Theft,GAR021,Chennai
CLM0821,POL110,CUST028,0,771969.0,513452.62810326845,2024-05-15 16:42:48,2024-05-24 16:42:48,Major Accident,GAR039,Coimbatore
CLM0822,POL146,CUST612,8,282908.39999999997,183429.0527298508,2023-02-02 05:12:24,2023-02-10 05:12:24,Minor Accident,GAR041,Madurai
CLM0823,POL048,CUST721,13,313555.55,248390.90469984442,2023-03-21 02:10:26,2023-03-25 02:10:26,Major Accident,GAR018,Chennai
CLM0824,POL250,CUST369,11,444841.64999999997,161280.65455282028,2024-06-11 03:37:58,2024-06-20 03:37:58,Major Accident,GAR027,Coimbatore
CLM0825,POL035,CUST309,4,497895.2,404234.41289248056,2023-05-25 12:19:13,2023-06-01 12:19:13,Minor Accident,GAR050,Madurai
CLM0826,POL255,CUST445,10,343659.5,341729.90730377357,2023-11-23 19:51:20,2023-11-29 19:51:20,Minor Accident,GAR035,Coimbatore
CLM0827,POL308,CUST451,4,637314.4,244441.10019590272,2023-08-31 23:54:32,2023-09-06 23:54:32,Self Accident,GAR001,Coimbatore
CLM0828,POL089,CUST300,0,658696.0,379417.56923274865,2023-05-16 22:27:04,2023-05-18 22:27:04,Theft,GAR018,Chennai
CLM0829,POL360,CUST622,7,376048.39999999997,220612.04106564875,2024-04-25 23:15:14,2024-04-25 23:15:14,Minor Accident,GAR009,Chennai
CLM0830,POL388,CUST380,14,106012.49999999997,98357.91774635126,2023-03-18 02:27:36,2023-03-19 02:27:36,Major Accident,GAR029,Madurai
CLM0831,POL373,CUST361,5,571059.75,212109.8998875301,2023-10-14 19:40:41,2023-10-19 19:40:41,Fire,GAR006,Bangalore
CLM0832,POL099,CUST059,7,399302.79999999993,161355.97849757576,2023-10-06 16:35:03,2023-10-10 16:35:03,Major Accident,GAR044,Chennai
CLM0833,POL052,CUST071,8,552300.0,307343.9217721573,2023-10-21 21:34:51,2023-10-28 21:34:51,Self Accident,GAR017,Coimbatore
CLM0834,POL259,CUST634,7,488565.99999999994,147036.39775232965,2024-05-27 19:09:06,2024-05-31 19:09:06,Fire,GAR016,Bangalore
CLM0835,POL092,CUST609,2,471570.3,452847.9482551489,2023-12-27 08:50:13,2024-01-01 08:50:13,Minor Accident,GAR016,Bangalore
CLM0836,POL384,CUST447,0,657599.0,418856.5814648475,2023-01-17 06:52:08,2023-01-25 06:52:08,Self Accident,GAR009,Chennai
CLM0837,POL235,CUST305,6,401326.1,313120.7457001131,2023-07-06 02:02:55,2023-07-12 02:02:55,Minor Accident,GAR002,Madurai
CLM0838,POL076,CUST559,9,537640.9500000001,386361.89415172103,2023-02-16 12:10:26,2023-02-19 12:10:26,Minor Accident,GAR047,Madurai
CLM0839,POL001,CUST735,10,315280.5,162665.93777547614,2024-06-27 03:03:41,2024-07-01 03:03:41,Flood Damage,GAR044,Chennai
CLM0840,POL285,CUST460,5,566953.5,251013.09843220896,2023-11-07 21:54:20,2023-11-08 21:54:20,Major Accident,GAR030,Madurai
CLM0841,POL321,CUST541,12,183025.59999999995,93720.69261037812,2024-01-18 14:54:29,2024-01-19 14:54:29,Minor Accident,GAR009,Chennai
CLM0842,POL297,CUST677,14,281763.89999999997,191028.89444084646,2024-08-06 20:48:51,2024-08-10 20:48:51,Self Accident,GAR012,Madurai
CLM0843,POL278,CUST585,0,894695.0,590652.07277047,2023-01-20 12:08:31,2023-01-28 12:08:31,Major Accident,GAR001,Coimbatore
CLM0844,POL195,CUST625,9,405982.50000000006,343810.6647554321,2024-06-16 03:19:14,2024-06-22 03:19:14,Minor Accident,GAR025,Bangalore
CLM0845,POL092,CUST337,0,340957.0,317364.77788968163,2024-12-15 02:03:07,2024-12-19 02:03:07,Major Accident,GAR006,Bangalore
CLM0846,POL100,CUST144,1,695235.65,314915.82329736557,2023-01-02 11:41:51,2023-01-06 11:41:51,Theft,GAR023,Bangalore
CLM0847,POL255,CUST769,2,462976.2,218308.24505459258,2023-07-25 23:14:00,2023-08-01 23:14:00,Self Accident,GAR040,Coimbatore
CLM0848,POL335,CUST690,13,264562.55,136558.08487552116,2023-04-25 07:14:20,2023-04-28 07:14:20,Theft,GAR038,Madurai
CLM0849,POL202,CUST557,14,259835.09999999995,248910.50418159406,2023-04-10 14:15:05,2023-04-15 14:15:05,Major Accident,GAR026,Bangalore
CLM0850,POL346,CUST676,12,275393.99999999994,88246.10715295903,2024-11-20 01:28:25,2024-11-28 01:28:25,Self Accident,GAR025,Bangalore
CLM0851,POL382,CUST726,4,368971.2,167448.26043182585,2023-06-16 09:48:21,2023-06-24 09:48:21,Theft,GAR043,Bangalore
CLM0852,POL290,CUST200,13,234394.99999999997,199737.54265758014,2024-10-13 04:30:10,2024-10-15 04:30:10,Theft,GAR024,Bangalore
CLM0853,POL384,CUST258,0,730955.0,493639.06150726683,2024-08-14 05:34:16,2024-08-18 05:34:16,Major Accident,GAR043,Bangalore
CLM0854,POL227,CUST039,6,482393.8,288636.1098398768,2024-03-29 02:03:46,2024-04-02 02:03:46,Major Accident,GAR010,Coimbatore
CLM0855,POL076,CUST236,10,320931.5,232962.94057051165,2023-12-12 21:01:45,2023-12-16 21:01:45,Minor Accident,GAR016,Bangalore
CLM0856,POL105,CUST665,5,600655.5,373946.4768977988,2024-04-25 16:35:32,2024-04-27 16:35:32,Minor Accident,GAR024,Bangalore
CLM0857,POL171,CUST318,0,518271.0,178044.54278047642,2024-07-05 08:37:40,2024-07-08 08:37:40,Major Accident,GAR024,Bangalore
CLM0858,POL384,CUST691,0,544508.0,434736.8846356042,2023-11-13 16:52:40,2023-11-17 16:52:40,Minor Accident,GAR011,Bangalore
CLM0859,POL358,CUST147,8,464847.6,313125.93933902367,2023-03-10 18:03:40,2023-03-16 18:03:40,Major Accident,GAR013,Chennai
CLM0860,POL264,CUST242,14,214673.99999999994,70119.51955206247,2023-03-10 09:01:22,2023-03-15 09:01:22,Fire,GAR032,Bangalore
CLM0861,POL095,CUST491,3,531612.95,245683.61728877007,2023-10-12 02:15:34,2023-10-12 02:15:34,Theft,GAR035,Coimbatore
CLM0862,POL021,CUST156,7,443873.94999999995,176521.60261200203,2023-08-19 16:17:30,2023-08-21 16:17:30,Minor Accident,GAR043,Bangalore
CLM0863,POL211,CUST412,14,266110.19999999995,164513.24904998238,2023-02-14 18:37:41,2023-02-19 18:37:41,Theft,GAR030,Madurai
CLM0864,POL133,CUST303,11,307955.69999999995,206575.0634412009,2024-04-17 11:53:41,2024-04-23 11:53:41,Minor Accident,GAR032,Bangalore
CLM0865,POL275,CUST766,6,461108.89999999997,278978.5347367764,2024-05-06 08:50:18,2024-05-08 08:50:18,Major Accident,GAR012,Madurai
CLM0866,POL017,CUST214,7,620632.3499999999,342252.055790265,2024-12-27 14:57:38,2025-01-03 14:57:38,Self Accident,GAR001,Coimbatore
CLM0867,POL155,CUST589,1,745971.35,291682.87333946856,2023-03-22 02:25:53,2023-03-22 02:25:53,Theft,GAR014,Bangalore
CLM0868,POL017,CUST527,0,922279.0,901394.5248442357,2023-10-10 23:38:28,2023-10-15 23:38:28,Major Accident,GAR041,Madurai
CLM0869,POL048,CUST676,6,324519.3,108754.58750035526,2023-10-29 20:50:55,2023-11-01 20:50:55,Theft,GAR012,Madurai
CLM0870,POL138,CUST305,5,376806.75,318662.6482842028,2024-07-29 02:54:55,2024-08-05 02:54:55,Flood Damage,GAR034,Chennai
CLM0871,POL295,CUST275,11,420623.1,194077.003143985,2024-06-18 09:57:33,2024-06-22 09:57:33,Minor Accident,GAR031,Coimbatore
CLM0872,POL259,CUST220,5,662542.5,647247.5796769544,2024-06-19 15:59:14,2024-06-23 15:59:14,Major Accident,GAR039,Coimbatore
CLM0873,POL354,CUST678,13,171827.59999999998,121514.13598022575,2024-02-04 12:08:23,2024-02-06 12:08:23,Fire,GAR043,Bangalore
CLM0874,POL205,CUST267,3,796200.95,332135.6963845487,2024-06-25 15:13:09,2024-07-02 15:13:09,Minor Accident,GAR027,Coimbatore
CLM0875,POL378,CUST597,11,404446.49999999994,249487.44731736957,2023-04-16 01:29:50,2023-04-17 01:29:50,Flood Damage,GAR010,Coimbatore
CLM0876,POL038,CUST369,11,409455.89999999997,325683.84267700237,2023-08-12 10:54:51,2023-08-16 10:54:51,Minor Accident,GAR041,Madurai
CLM0877,POL241,CUST166,8,388623.6,293138.1299633707,2024-05-28 20:27:27,2024-05-30 20:27:27,Theft,GAR039,Coimbatore
CLM0878,POL205,CUST099,7,217012.89999999997,154829.6072788529,2023-06-10 07:51:19,2023-06-15 07:51:19,Major Accident,GAR022,Chennai
CLM0879,POL012,CUST213,6,376303.89999999997,336524.04127557884,2023-05-27 22:13:07,2023-06-05 22:13:07,Theft,GAR004,Madurai
CLM0880,POL380,CUST281,5,748887.75,527908.1642893857,2023-12-30 00:41:59,2024-01-01 00:41:59,Minor Accident,GAR010,Coimbatore
CLM0881,POL234,CUST421,3,266026.2,213717.3359101449,2024-05-25 08:15:18,2024-06-02 08:15:18,Minor Accident,GAR044,Chennai
CLM0882,POL229,CUST154,6,542745.0,164709.7413527588,2023-04-02 15:10:13,2023-04-11 15:10:13,Theft,GAR041,Madurai
CLM0883,POL321,CUST003,4,742191.2000000001,670119.6367687202,2023-10-21 18:42:09,2023-10-26 18:42:09,Theft,GAR014,Bangalore
CLM0884,POL012,CUST781,13,187633.94999999998,182395.05873168117,2023-09-30 00:26:13,2023-10-07 00:26:13,Minor Accident,GAR031,Coimbatore
CLM0885,POL163,CUST260,4,262087.2,226090.24976045502,2023-12-28 04:26:48,2023-12-29 04:26:48,Major Accident,GAR017,Coimbatore
CLM0886,POL312,CUST119,10,241729.5,127371.76069560957,2023-03-22 09:11:59,2023-03-26 09:11:59,Minor Accident,GAR040,Coimbatore
CLM0887,POL147,CUST318,13,240394.69999999998,173637.23034672267,2023-10-25 01:41:40,2023-11-01 01:41:40,Fire,GAR050,Madurai
CLM0888,POL390,CUST699,14,98866.79999999997,39551.40896090261,2024-06-12 14:03:37,2024-06-16 14:03:37,Major Accident,GAR038,Madurai
CLM0889,POL381,CUST548,3,426389.75,331923.3268904721,2024-02-20 08:34:07,2024-02-23 08:34:07,Flood Damage,GAR023,Bangalore
CLM0890,POL038,CUST009,4,526121.6,165288.41606015837,2024-12-14 19:40:51,2024-12-20 19:40:51,Self Accident,GAR050,Madurai
CLM0891,POL090,CUST735,13,123944.09999999999,59915.225669487154,2024-04-11 06:39:06,2024-04-13 06:39:06,Major Accident,GAR031,Coimbatore
CLM0892,POL309,CUST380,8,287228.39999999997,170427.87618833114,2024-11-28 18:05:54,2024-12-03 18:05:54,Minor Accident,GAR010,Coimbatore
CLM0893,POL070,CUST466,10,312392.5,184974.81914572263,2023-05-29 02:08:59,2023-05-30 02:08:59,Major Accident,GAR044,Chennai
CLM0894,POL240,CUST606,3,509810.45,363160.9147166688,2023-08-19 01:58:05,2023-08-23 01:58:05,Minor Accident,GAR023,Bangalore
CLM0895,POL130,CUST275,10,470484.0,375592.94024222816,2023-09-19 05:46:25,2023-09-24 05:46:25,Minor Accident,GAR048,Coimbatore
CLM0896,POL029,CUST274,10,416336.0,206521.76169996537,2023-07-19 05:07:31,2023-07-26 05:07:31,Major Accident,GAR003,Chennai
CLM0897,POL233,CUST796,1,619192.9,492844.7088673077,2023-07-24 02:38:53,2023-07-26 02:38:53,Major Accident,GAR018,Chennai
CLM0898,POL169,CUST164,3,693308.45,500654.3554546687,2023-10-07 00:44:29,2023-10-16 00:44:29,Minor Accident,GAR020,Chennai
CLM0899,POL066,CUST169,5,684084.75,209980.59731908963,2023-03-10 22:16:40,2023-03-17 22:16:40,Fire,GAR003,Chennai
CLM0900,POL139,CUST077,5,474823.5,295609.8215213158,2023-02-18 17:34:02,2023-02-27 17:34:02,Theft,GAR003,Chennai
CLM0901,POL393,CUST429,8,492579.6,275174.4024401466,2023-09-15 14:28:38,2023-09-18 14:28:38,Major Accident,GAR044,Chennai
CLM0902,POL302,CUST230,9,375816.65,315397.04302120063,2023-10-28 18:39:20,2023-10-31 18:39:20,Major Accident,GAR027,Coimbatore
CLM0903,POL237,CUST443,7,536658.2,500830.72738233994,2023-05-21 01:13:08,2023-05-29 01:13:08,Major Accident,GAR026,Bangalore
CLM0904,POL260,CUST055,1,702343.5499999999,642680.7843470215,2024-02-24 10:43:33,2024-03-04 10:43:33,Major Accident,GAR006,Bangalore
CLM0905,POL329,CUST092,10,220433.0,98114.4251204596,2023-02-28 08:44:05,2023-03-08 08:44:05,Minor Accident,GAR013,Chennai
CLM0906,POL336,CUST124,9,509650.35000000003,335556.45923025924,2023-01-10 11:02:21,2023-01-16 11:02:21,Theft,GAR028,Chennai
CLM0907,POL059,CUST550,0,781321.0,549608.4231706748,2024-07-28 00:07:41,2024-08-06 00:07:41,Theft,GAR021,Chennai
CLM0908,POL335,CUST782,2,745651.8,333269.70825139416,2023-05-06 08:31:29,2023-05-13 08:31:29,Minor Accident,GAR002,Madurai
CLM0909,POL337,CUST629,6,407430.8,327993.13338454807,2024-01-24 09:09:27,2024-02-01 09:09:27,Minor Accident,GAR045,Madurai
CLM0910,POL165,CUST090,10,174903.5,59648.8725264178,2024-07-30 05:57:04,2024-08-01 05:57:04,Minor Accident,GAR030,Madurai
CLM0911,POL341,CUST472,4,697606.4,421638.1050966001,2023-11-18 09:12:23,2023-11-22 09:12:23,Theft,GAR030,Madurai
CLM0912,POL353,CUST309,0,773122.0,640334.5930692076,2024-01-24 21:32:36,2024-01-25 21:32:36,Major Accident,GAR029,Madurai
CLM0913,POL126,CUST327,13,329215.94999999995,220020.41225416007,2023-10-07 20:34:38,2023-10-16 20:34:38,Minor Accident,GAR001,Coimbatore
CLM0914,POL092,CUST083,5,439364.25,341141.78041631746,2023-01-14 11:58:37,2023-01-21 11:58:37,Theft,GAR022,Chennai
CLM0915,POL159,CUST410,1,861616.75,409195.48486419854,2024-11-09 05:51:53,2024-11-13 05:51:53,Major Accident,GAR017,Coimbatore
CLM0916,POL126,CUST788,9,283874.25,194494.633997073,2023-10-20 22:55:22,2023-10-24 22:55:22,Self Accident,GAR032,Bangalore
CLM0917,POL260,CUST007,13,259939.4,144922.0574973432,2023-12-29 22:17:32,2023-12-30 22:17:32,Minor Accident,GAR008,Bangalore
CLM0918,POL291,CUST687,9,379701.85000000003,130501.17986305147,2023-04-04 18:38:55,2023-04-09 18:38:55,Major Accident,GAR023,Bangalore
CLM0919,POL298,CUST249,6,406323.39999999997,165700.7341164074,2024-07-22 05:32:42,2024-07-31 05:32:42,Fire,GAR026,Bangalore
CLM0920,POL021,CUST140,0,494108.0,155052.21288152205,2024-03-10 04:50:21,2024-03-10 04:50:21,Theft,GAR016,Bangalore
CLM0921,POL191,CUST323,5,583030.5,544320.8880084093,2024-10-29 13:58:24,2024-11-05 13:58:24,Theft,GAR043,Bangalore
CLM0922,POL121,CUST658,9,537794.4,515673.884277809,2023-11-27 21:13:37,2023-12-05 21:13:37,Minor Accident,GAR027,Coimbatore
CLM0923,POL086,CUST105,10,394199.5,341789.8795189162,2024-01-05 20:20:09,2024-01-09 20:20:09,Minor Accident,GAR026,Bangalore
CLM0924,POL276,CUST593,12,292402.3999999999,145522.51769643664,2023-04-15 01:51:45,2023-04-18 01:51:45,Major Accident,GAR022,Chennai
CLM0925,POL257,CUST395,3,289488.75,235758.94954729648,2024-09-05 15:48:07,2024-09-08 15:48:07,Theft,GAR042,Bangalore
CLM0926,POL194,CUST082,14,222126.89999999997,137379.66224383048,2024-05-07 13:26:29,2024-05-13 13:26:29,Minor Accident,GAR039,Coimbatore
CLM0927,POL242,CUST233,3,395468.45,310375.8009229865,2024-09-24 21:27:37,2024-09-28 21:27:37,Major Accident,GAR005,Coimbatore
